handle,dc.collection,dc.identifier,dc.title,dc.creator,dc.publisher,dc.contributor,dc.rights,dc.description,dc.coverage.spatial,dc.coverage.temporal,dc.note,dc.note.internal,dc.relation.other,dc.date.issued,dc.location,dc.language,dc.type,dc.format,dc.format.numberofscans,dc.format.numberofpages,dc.identifier.projectcode,dc.identifier.other,dc.catalogedby,dc.validatedby,dc.date.cataloged,dc.date.validated,dc.date.acquisition,dc.subject,dc.source,dc.relation,dc.rights.holder,dc.provenance,dcterms.accrualMethod,URL
123456789/13220,"City, Society, and Economy / Institutions / Italian Embassy / Tribunal / Sentences",ITTSN021,Sentenze Civili e Commerciali - Özel ve Ticari hukuk Kararları,,,,Open Access,,,,52 Ordini- 52 Kayıt /Con l'indice - İndeks ile,,,1878-01-28; 1878-11-28,SALT Research,İtalyanca - Italian,Defter - Register,"21-31,5 cm; Handwritten",585,,,45062,UMITS,,10.02.2009,,10.02.2009,,,,Salt Research,,Purchase,https://archives.saltresearch.org/handle/123456789/13220
123456789/13221,"City, Society, and Economy / Institutions / Italian Embassy / Tribunal / Sentences",ITTSN024,Sentenze Civili e Commerciali - Özel ve Ticari hukuk Kararları,,,,Open Access,,,,52 Ordini- 52 Kayıt /Con l'indice - İndeks ile,,,1880-01-05; 1880-12-23,SALT Research,İtalyanca - Italian,Defter - Register,"21,5-31 cm; Handwritten",491,,,45065,UMITS,,11.02.2009,,11.02.2009,,,,Salt Research,,Purchase,https://archives.saltresearch.org/handle/123456789/13221
123456789/13222,"City, Society, and Economy / Institutions / Italian Embassy / Tribunal / Sentences",ITTSN030,Sentenze Civili e Commerciali - Özel ve Ticari hukuk Kararları,,,,Open Access,,,,74 Ordini -74 Kayıt / Con l'indice - İndeks ile ile-Manca ultima parte del registro - Defterin son kısmı eksik,,,1884-02-23; 1887-11-30,SALT Research,İtalyanca - Italian,Defter - Register,"21,5-31 cm; Handwritten",368,,,45071,HILALA,,25.02.2009,,25.02.2009,,,,Salt Research,,Purchase,https://archives.saltresearch.org/handle/123456789/13222
123456789/13223,"City, Society, and Economy / Institutions / Italian Embassy / Tribunal / Sentences",ITTSN041,"Sentenze civili nei casi come matrimonio, nascita, morte, cittadinanza - Doğum,ölüm, evlenme, vatandaşlık gibi konularda özel hukuk kararları.",,,,Open Access,,,,39 Ordini-39 Karar / Solo una parte del registro - Defterin yalnız bir kısmı,,,1908-01-28; 1909-04-14,SALT Research,İtalyanca - Italian,Defter - Register,21-31 cm; Handwritten,329,,,45082,UMITS,,27.02.2009,,27.02.2009,,,,Salt Research,,Purchase,https://archives.saltresearch.org/handle/123456789/13223
123456789/13224,"City, Society, and Economy / Institutions / Italian Embassy / Tribunal / Sentences",ITTSN042,Sentenze e ordinanze Civili e Commerciali - Özel Ticari Hukuk Karar ve Emirleri,,,,Open Access,,,,64 Ordini-64 Kayıt /Con l'indice - İndeks ile,,,1909-06-03; 1911-06-22,SALT Research,İtalyanca - Italian,Defter - Register,"22-33,5 cm; Handwritten",640,,,45083,UMITS,,27.02.2009,,27.02.2009,,,,Salt Research,,Purchase,https://archives.saltresearch.org/handle/123456789/13224
123456789/13257,"City, Society, and Economy / Institutions / Italian Embassy / Tribunal / Sentences",ITTSN001,"Sentenze civili nei casi come matrimonio, nascita, morte, cittadinanza - Doğum,ölüm, evlenme, vatandaşlık gibi konularda özel hukuk kararları",,,,Open Access,,,,100 Ordini - 100 Kayıt/ Mancano le pagine 224-327 - 224-327 arası eksik - İndeksi var,,,1860-01-18; 1866-12-29,SALT Research,İtalyanca - Italian,Kitap - Book,"21,5-34,5 cm",267,,,,HILALA,,12.01.2009,,12.01.2009,,,,Salt Research,,Purchase,https://archives.saltresearch.org/handle/123456789/13257
123456789/13258,"City, Society, and Economy / Institutions / Italian Embassy / Tribunal / Sentences",ITTSN014,Sentenze Penali - Ceza Hukuku Karar ve Emirleri,,,,Open Access,,,,69 Ordini- 69 Kayıt /Con l'indice - İndeks ile,,,1872-01-08; 1873-12-24,SALT Research,İtalyanca - Italian,Defter - Register,"21,5-31 cm; Handwritten",,,,45054,HILALA,,04.02.2009,,04.02.2009,,,,Salt Research,,Purchase,https://archives.saltresearch.org/handle/123456789/13258
123456789/13259,"City, Society, and Economy / Institutions / Italian Embassy / Tribunal / Sentences",ITTSN036,Sentenze Civili e Commerciali - Özel ve Ticari hukuk Kararları,,,,Open Access,,,,41 Ordini- 41 Kayıt /Con l'indice - İndeks ile,,,1898-01-12; 1898-08-25,SALT Research,İtalyanca - Italian,Defter - Register,"21,5-34 cm; Handwritten",228,,,45077,HILALA,,26.02.2009,,26.02.2009,,,,Salt Research,,Purchase,https://archives.saltresearch.org/handle/123456789/13259
123456789/12840,"City, Society, and Economy / Institutions / Italian Embassy / Miscellaneous",ITDIV002,"Mémento formulaire pour l'emploi thérapeutique des produits spéciaux et brevetés de la maison E. Merck, fabrique de produits chimiques , Darmstad, Allemagne - Almanya Darmstad, E.Marck Marka kimyasal ürünlerinin kullanım kılavuzu.",,,,Open Access,,,,Ha la coperta-cildi var/ şeffaf dosya içinde.,,,,SALT Research,Fransızca - French,Kitap - Book,"9,5-15,5 cm",85,,,45270,Hilal Aktaş,,30.06.2009,,30.06.2009,,,,SALT Research,,Purchase,https://archives.saltresearch.org/handle/123456789/12840
123456789/13204,"City, Society, and Economy / Institutions / Italian Embassy / Miscellaneous",ITDIV001,Notices to the mariners issued during 1916 relating to the Black Sea Pilot - Karadeniz Bölgesi'ne 1916'da denizciler için hazırlanmış notlar,,,,Open Access,,,,Ha la coperta-cildi var/ şeffaf dosya içinde.,,,1916; 1916,SALT Research,İngilizce - English,Kitap - Book,"14-22,5 cm",2,,,45269,Hilal Aktaş,,30.06.2009,,30.06.2009,,,,SALT Research,,Purchase,https://archives.saltresearch.org/handle/123456789/13204
